Ulaa	Ulan
Yanlızlık	Yalnızlık
sefgilim	sevgilim
sefgilim	sevgilim
türksel	Turkcell
Turkcell	bebeğim
nneden	neden
turkcel	Turkcell
Turkcell	bebeğim
Turkcell	bebeğim
aşşaalık	aşağılık
Hayın	Hain
teşekkürlerr	teşekkürler
eu	euro
eu	euro
Vodafon	Vodafone
biymistik	baymıştık
ahahahanajakhaghauıhanaj	ahah
ins	inşallah
oduyrdu	ödüyordu
ysen	isen
arayım	arayayım
full	ful
full	ful
yedimin	yediğimin
turksel	Turkcell
ipnelik	ibnelik
ölçütük	ölçtük
tivit	tweet
yook	yok
turkcel	Turkcell
turkcel	Turkcell
çektiin	çektin
laa	la
yolluyoo	yolluyor
poktan	boktan
töbe	tövbe
töbe	tövbe
göree	göre
acımazsızca	acımasızca
twit	tweet
mah	mahallesi
kaarşiniz	kardeşiniz
arayınn	arayın
türksel	Türkcell
veriim	vereyim
cağnım	canım
int	internet
yetmiyomus	yetmiyormuş
felan	falan
inanmamışş	inanmamış
fatrami	faturamı
Muafakatım	Muvafakatım
dir	TLdir
baslatilacakdir	başlatılacaktır
gecmelym	geçmeliyim
off	of
çıldircaam	çıldıracağım
dobdun	döndüm
süpriz	sürpriz
gelm	gelmesi
klubune	kulübüne
galibaa	galiba
eyvallahh	eyvallah
ayriyetten	ayrıyeten
saolsun	sağolsun
stressli	stresli
elamet	Alamet
sifirlamzsin	sıfırlamazsın
atıp	yok
vodafon	Vodafone
ulassiin	ulaşsın
Madofone	Vadofone
karın	kimsin
erkeb	erken
Turksel	Turkcell
taahhüd	taahhüt
gecerkn	geçerken
baglanio	bağlanıyor
sadace	sadece
kapıyada	kapıya
isen	sen
Yiter	Yeter
yiter	yeter
turkcel	Turkcell
babamın	yılda
turkcell	yılda
trkcl	Turkcell
istmcm	istemeyeceğim
yanlizimm	yalnızım
vodofone	Vodafone
kapnyayi	kampanyayı
yapsaa	yapsa
olurr	olur
adamlar	adamlardan
dan	diğer
diğer	şey
yeterr	yeter
yaa	ya
turksel	Turkcell
ıns	inşallah
ceek	çek
isyaann	isyan
sıkııntı	sıkıntı
hoptp	hop
pakatten	paketten
internettim	internetim
di	değil
aciyip	acayip
Turkcel	Turkcell
nie	niye
kursaa	kursa
soyleceklerim	söyleyeceklerim
mesaj	artık
yaa	ya
türksel	Türkcell
arka	arkadaş
çekio	çekiyor
yapıoduk	yapıyorduk
tskrler	Teşekkürler
vodafon	Vodafone
tsklrler	teşekkürler
sdc	sadece
sinv	sınav
arkdslarm	arkadaşlarım
cekicegine	Çekeceğine
lişki	İlişki
ayy	ay
dıdıdıı	dıdıdı
Turkcel	Turkcell
pff	püf
kitledim	kilitledim
mu	musunuz
Bide	Birde
sikim	sikeyim
gormeyelıı	görmeyeli
yha	ya
yavsysn	yavşıyorsun
yazıık	yazık
Ayy	Ay
türksel	Turkcell
faak	fuck
yaa	ya
suundurdugune	süründürdüğüne
bravoo	bravo
kismnda	kısmında
sikiyim	sikeyim
kyd	kayda
turkcel	Turkcell
yıImaz	Yılmaz
faturaIar	faturalar
geIince	gelince
güImüyoruz	gülmüyoruz
kapatıyım	kapatayım
kontor	kontür
grdum	gördüm
çkmio	çekmiyor
tel	telefon
Orospuu	Orospu
gnctrkcl	Gnctrkcll
heralde	herhalde
düzeli	düzenli
geç	geçmişini
Gene	Genel
olsunn	olsun
gidincee	gidince
trkcll	tane
Gidiyim	Gideyim
arkdslr	arkadaşlar
sasirsim	şaşırdım
ak	amına
cekmedgni	çekmediğini
degim	değilim
emlakcimiyim	emlakçıyım
di	değil
türksel	Turkcell
türksel	Turkcell
türksel	Turkcell
celocanlar	celocanlardan
calisiom	çalışıyorum
giriyim	gireyim
sinda	dakikasında
hata	hatta
başliyim	başlayayım
yaa	ya
hemeen	hemen
sömüyorum	sömürüyorum
bunun	sevgilimle
msg	mesaj
yaramıyorsin	yaramıyorsun
felan	falan
geçmeliyiim	geçmeliyim
zamam	zaman
senle	seninle
full	ful
tövbee	tövbe
heralde	herhalde
dinliyomusum	dinliyormuşum
mesajj	mesaj
inş	inşallah
yaa	ya
nişye	niye
seviniyim	sevineyim
sadace	sadece
kapıyada	kapıya
koyim	koyayım
bcm	biçim
diyip	deyip
Türkcel	Turkcell
kacirmiyosn	kaçırmıyorsun
tsklr	teşekkürler
heralde	herhalde
saolsun	sağolsun
sanırımm	sanırım
olucakmıış	olacakmış
ulen	ulan
anca	ancak
turkcel	Turkcell
Kullanıyorsa	Kullanıyorsan
inşallahh	inşallah
bendeb	benden
yaa	ya
türksel	Türkcell
türksel	Türkcell
çocuu	çocuğu
türksel	Türkcell
kontur	kontör
essekler	eşekler
atamayın	atmayın
pijler	piçler
nse	neyse
şebo	Şebnem
gönderiyn	gönderiyorsun
telekom	Akşam
beeh	be
söyliyim	söyleyeyim
yasicaksin	yaşayacaksın
gidiyim	gideyim
sabah	sabahtan
sehirin	şehrin
aciliyr	açılıyor
int	internet
yaptryn	yaptırıyorsun
gevuru	gavuru
yapıcağın	yapacağın
sikim	sikeyim
Ahh	Ah
ahh	ah
kontur	kontör
mall	mal
dir	idir
diyip	deyip
etmesse	etmezse
Anaa	Ana
Vodo	Vodafone
Türkcel	Türkcell
verdıı	verdi
turkcel	Turkcell
olmalıı	olmalı
eva	eve
bee	be
anlaşamıyoruuz	anlaşamıyoruz
saolsun	sağolsun
meğersem	meğerse
mıyın	mıyım
artıkın	artık
gidiceğímiz	gideceğimiz
yererinde	yerlerinde
yaa	ya
Caddebistan	Caddebostan
tedirdin	tedirgin
kapımızada	kapımıza
yönem	yönüm
türksel	Türkcell
heralde	herhalde
yaa	ya
aldigin	alığın
bole	böyle
haldee	halde
Müş	Müşteri
bee	be
Müş	Müşteri
konturümü	kontörümü
türksel	Türkcell
off	of
yapsann	yapsan
hayınsın	hainsin
evea	Avea
trkcll	Turkcell
yanlızım	yalnızım
telden	telefondan
yeaa	ya
bebisim	bebeğim
bebisim	bebeğim
te	ta
sadace	sadece
kapıyada	kapıya
anında	çevirdim
ırısbı	içti
içti	Turkcell
amaa	ama
btmemis	bitmemiş
yazamdim	yazamadım
cekmiycm	çekmeyeceğim
vodafon	Vodafone
yuhh	yuh
vericeği	vereceği
Yanlızlık	Yalnızlık
Nee	Ne
çekttiikk	çektik
profesyonlerin	profesyonellerin
gonderdıı	gönderdi
ulen	ulan
arıyacağımı	arayacağımı
abii	abi
yaa	ya
nie	niye
görünüom	görünüyorum
off	of
poff	pof
diyoo	diyor
Turksel	Turkcell
he	her
kendi	koyayım
yuledim	yükledim
yaptım	sms
kontorlerimi	kontürlerimi
tşkrlr	teşekkürler
turkcel	Turkcell
beçareler	biçareler
arayaları	arayanlara
atamana	atmana
kaydetdim	kaydettim
kenddimi	kendimi
gidem	gideyim
Ulen	Ulan
atdi	attı
atdi	attı
Medaj	Mesaj
söyl	söyle
vodafon	Vodafone
int	internet
sölesene	söylesene
hee	he
abii	abi
türkcll	Türkcell
vodafon	Vodafone
bankalaların	bankaların
inandirıcılği	inandırıcılığı
kakmaz	kalmaz
sikim	sikeyim
Yanlızlık	Yalnızlık
Forward	eğer
turkcel	Turkcell
olsub	olsun
Küboş	Kübra
ohh	oh
ttnet	TTnet
den	babamı
işte	babamı
bu	babamı
mu	musun
söyl	söyle
kullanıyosam	kullanıyorsam
Yüklesem	Yüklersem
sesle	tanır
Tane	tanır
Vodafon	Vodafone
kullanamıyorun	kullanamıyorum
Vodafon	Vodafone
eskiside	eskisi
turkcel	Turkcell
ulasab	ulaşabilir
bnc	bence
tişikkirlir	teşekkürler
kıraş	netiyle
gectm	geçtim
arkadslarım	arkadaşlarım
vodafon	Vodafone
koyim	koyayım
kontor	kontür
turkcel	Turkcell
kontorlerımı	kontürlerimi
ula	ulan
bee	be
mesajı	mi
yanii	yani
Sevgilimler	Sevgilimle
mesajlasamyck	mesajlaşamayacak
kullaniyrm	kullanıyorum
yha	ya
acabaa	acaba
yapamiyosaniz	yapamıyorsanız
cidden	değerdi
Hamınskim	sikeyim
farura	fatura
vurm	vurma
onaylayamadınızz	onaylayamadınız
tlfu	telefonu
kapıyada	kapıya
türksel	Turkcell
mıı	mı
ollsun	olsun
yallnızlığımı	yalnızlığımı
onaylarmiyor	onaylamıyor
full	ful
Nedenn	Neden
ins	inşallah
pakati	paketi
fiatlar	fiyatlar
hopörlörü	hoparlörü
söyl	söyle
yaa	ya
yanii	yani
saniri	sanırım
demiorm	demiyorum
neye	niye
Sevgilumle	Sevgilimle
mesajlasmiycm	mesajlaşamayacak
mı	mıyım
vodafoneda	Vodafone
türksel	Turkcell
teyyare	tayyare
bikaç	birkaç
fakiir	fakir
fakiir	fakir
turksel	Turkcell
tskrlr	teşekkürler
sikiyim	sikeyim
inş	inşallah
sevgilililere	sevgililere
yazdığına	gelmiş
sıçim	sıçayım
kapıyada	kapıya
mesajj	mesaj
k	kredi
ahahaha	ahah
Türksel	Türkcell
seviim	seveyim
yanlızım	yalnızım
ken	iken
diolar	diyorlar
nie	niye
çalıcaksn	çalacaksın
çekiceksen	çekeceksen
çekmiceksen	çekmeyeceksen
yapiosunuz	yapıyorsunuz
gelio	geliyor
tanriim	tanrım
ula	ulan
anlamadımm	anlamadım
Vodafon	Vodafone
bubenim	bu
kahkami	kahkahamı
turksel	Turkcell
Zehirr	Zehir
parçalıyım	parçalıyayım
du	dur
canısı	canım
yaa	ya
direk	direkt
hissediyorumm	hissediyorum
felan	filan
Türksel	Turkcell
kapıyada	kapıya
cekiyomus	çekiyormuş
söylee	söyle
vadafon	Vadafone
konserlerii	konserleri
değğil	değil
yazdığına	gelmiş
muhattap	muhatap
tlm	tl
pislikll	pislik
seboo	Şebnem
epi	hepi
Mt	müşteri
leri	temsilcileri
unda	ayın
yokk	yok
hadi	oha
geçtim	oha
iyidin	iyiydin
wodafone	Vodafone
dosylari	dosyaları
vazgeçmemm	vazgeçmem
cekmıo	çekmiyor
hadı	haydi
tivit	tweet
sanarsın	sanırsın
kontürüm	kontörüm
diyemi	diye
istemiyosanz	istemiyorsanız
ney	ne
laan	lan
turksel	Turkcell
Vodofone	Vodafone
sevim	seveyim
galdı	kaldı
full	ful
şı	şu
trkcll	Turkcell
tel	telefon
Hoop	Hop
heycanlandim	heyecanlandım
ayaktayımm	ayaktayım
atanımm	atanım
yanlız	yalnız
Çukuorova	Çukurova
küfürler	koyayım
uyananlarr	uyananlar
çekmiyorr	çekmiyor
Turkcel	Turkcell
kontor	kontür
guzell	güzel
yapmadınız	yapmadığınız
gelirr	gelir
gelirr	gelir
feys	face
yaratucilikta	yaratıcılıkta
yaa	ya
yanlız	yalnız
bırakmadıın	bırakmadığın
foreverr	forever
iletişimin	iletişiminizin
Yanlızlık	Yalnızlık
yapıcağını	yapacağını
VodaPhona	Vodafona
Karamemet	Karamehmet
görecekdin	görecektin
memet	Mehmet
Karamemet	Karamehmet
görecekdin	görecektin
memet	Mehmet
atiyoo	atıyor
minübüs	minibüs
yiyirum	yiyorum
bit	bir
hatirlamyorum	hatırlamıyorum
çalışıylr	çalışıyorlar
extra	ekstra
söyl	söyle
mjz	mesaj
ariyayim	arayayım
laan	ulan
bizlerde	bizler
bu	bugünden
yanlızım	yalnızım
içiçn	için
oç	orospu
Turkcel	Turkcell
yaa	ya
seviyorr	seviyor
cınım	canım
bulamıyoruum	bulamıyorum
heralde	herhalde
duruo	duruyor
turkcel	Turkcell
koyım	koyayım
sikiyim	sikeyim
seferindee	seferinde
int	internet
birascik	birazcık
opereratörlerin	operatörlerin
yav	yahu
aramıyaagğhh	aramayalım
yokk	yok
söyl	söyle
vadofone	Vodafone
seçose	seçse
Türkcel	Türkcell
Türksel	Turkcell
kafaasına	kafasına
twiitter	Twitter
sikiyim	sikeyim
ettim	ettin
bee	be
geciom	geçiyorum
geciom	geçiyorum
pakedi	paketi
Whatsupp	WhatsApp
Türkcel	Turkcell
hahhaa	hah
allaseversen	Allahını
saçma	seversen
kufrednce	küfredince
konturlerimi	kontörlerimi
bedeva	bedava
irrite	irite
alıcağını	alacağını
biliyosunz	biliyorsunuz
heralde	herhalde
öldüyor	öldürüyor
çekim	gücü
cekimi	gücü
döveer	döver
Yatağım	Yatağın
aboneemiz	abonemiz
kullaniyosan	kullanıyorsan
süpper	süper
oluyomus	oluyormuş
hayy	hay
yeminlen	yeminle
seviyomus	seviyormuş
iyimiş	iyiymiş
hıım	hım
baglayamamm	bağlayamam
yasatamamm	yaşatamam
yaa	ya
türksel	Turkcell
ewdeyim	evdeyim
Lises	Lisesi
yapalm	de
hatcım	hatcığım
buu	bu
baglamani	bağlanmanı
full	ful
Turkcel	Turkcell
Yapıor	Yapıyor
zorundamiyim	zorunda
gemiş	gelmiş
kullaniosam	kullanıyorsam
cikriyor	çıkarıyor
yazmiyoo	yazmıyor
yaa	ya
bee	be
yalann	yalan
hehee	hehe
off	of
çook	çok
şekeer	şeker
dinlettirr	dinlettir
çalıyosa	çalıyorsa
gözüktüü	gözüktü
konturr	kontör
Direk	DirekT
turksel	Turkcell
konusak	konuşalım
direk	direkt
inş	inşallah
çıkartma	çıkartmaya
saolsunlar	sağolsunlar
acb	acaba
heralde	herhalde
yanlız	yalnız
çucuğu	çocuğu
mrb	merhaba
Böle	Böyle
gslir	gelir
kaderdeasdgrdklsd	kardeş
kolsentırları	callcenreları
cekiyomus	çekiyormuş
yaa	ya
de	da
yaa	ya
bayıı	bayi
sömürüceksin	sömüreceksin
etmemm	etmem
biliyim	bileyim
msg	mesaj
buda	bu
kankime	kankama
Ohh	Oh
meğersem	meğer
saran	satan
vaayy	vay
kuramicaim	kuramayacağım
turkcel	Turkcell
bebekim	bebeğim
ariyim	arayayım
heralde	herhalde
kamonn	kamon
nie	niye
dusuruonuz	düşürüyorsunuz
Ulen	Ulan
bitsi	bitsin
vadafon	Vodafone
azına	ağzına
coktu	yoktu
tel	telefon
turkcell	da
kullanmışım	da
Turkcell	bebeğim
yaa	ya
söyleceğim	söyleyeceğim
konuscaklarna	konuşacaklarına
alnah	Allah
ttnet	TTnet
türkcel	Turkcell
yaziyosa	yazıyorsa
Denetlen	Denetleniyor
yeminlen	yeminle
arıyım	arayayım
mukenmmel	mükemmel
full	ful
cekio	çekiyor
cektigumiz	çektiğimiz
hüzmetlerini	hizmetlerini
taa	ta
yaa	ya
srfsz	şerefsiz
günboyu	gün
benin	beni
senn	sen
senn	sen
senn	sen
vodafon	Vodafone
canımm	canım
çook	çok
antlasmalar	anlaşmalar
vazeçilmez	vazgeçilmez
sıkıyım	sikeyim
Amen	Amin
insaAllah	inşallah
olmamısana	olmamasına
Ucuzlamasa	Ucuzlamazsa
olsuun	olsun
simdii	şimdi
cekemedii	çekmedi
gittii	gitti
yaa	ya
agirlandigimiz	ağırladığımız
kuyriga	kuyruğa
atmıosn	atmıyorsun
istiorm	istiyorum
babayiğitin	babayiğidin
genşler	gençler
dik	idik
bee	be
hee	he
edipp	edip
hediyee	hediye
şaşırdımm	şaşırdım
yaa	ya
faturan	fatura
şarşıya	karşıya
açıyım	açayım
kadettim	kaydettim
herkeze	herkese
kontür	kontör
heralde	herhalde
paketlniz	paketiniz
türksel	Türkcell
alcakmışş	alacakmış
tel	tl
yanıı	yani
vadafon	vodafone
cikmakdi	çıkmaktı
sonucda	sonuçta
turkSell	Turkcell
twit	tweet
kapıyada	kapıya
kapıyada	kapıya
nee	ne
artirsin	arttırsın
yapıcağını	yapacağını
tişikkirlir	teşekkürler
Hiçbi	Hiçbir
diip	diyip
Turcell	Turkcell
dis	disk
muhattap	muhatap
cekiyorr	çekiyor
tiwiti	tweeti
sağolson	sağolsun
he	ha
kontor	kontür
he	her
mıyam	mıyım
yeteer	yeter
yvsyr	yavşıyor
istiyosanız	istiyorsanız
dörtde	dörtte
caanım	canım
şimdide	şimdi
yaa	ya
evrdklarımı	evraklarımı
hata	hatta
kullanıyosan	kullanıyorsan
bayiilerini	bayilerini
baktıımda	baktığımda
msg	mesaj
ettiim	ettiğim
yere	Turkcell
twit	Twitter
lik	tllik
türksel	Turkcell
atıyoo	atıyor
indiriyim	indireyim
nesaj	mesaj
turkcel	Turkcell
laan	ulan
heralde	herhalde
giriceksin	gireceksin
üzülcegimi	üzüleceğimi
mesajınıj	mesajınız
G	Güney
alicagim	alacağım
nümerö	numara
sooyunu	soyunu
Vodofon	Vodafone
oparetörü	oparatörü
konukabilr	konulabilir
atamıorm	atamıyorum
kankim	kankam
hoop	hop
yapsınn	yapsın
keez	kez
Vodofone	Vodafone
allahn	Allahın
atmadiğ	atmadık
mına	amına
koyim	koyayım
gôrmedim	görmedim
veletin	veledin
söyl	söyle
şansa	şans
gnçtrkcll	Gençturkcell
operötöre	operatöre
int	internet
kapıyor	kapatıyor
yaa	ya
İletilimde	İletişimde
wodofone	Vodofone
engelleniyosa	engelleniyorsa
seviyoo	seviyor
dir	idir
ıtıbarıyla	itibariyle
hıssadarı	hissedarı
vodafon	Vodafone
ağırtabilirmiş	ağrıtabilirmiş
Turkcell	bebeğim
geçiceğimi	geçeceğimi
yapamiyorz	yapamıyoruz
sıçıyım	sıçayım
si	var
geçicemm	geçeceğim
yaa	ya
Kankiler	Kankalar
dksı	dakikası
artislik	artistlik
yapıcağı	yapacağı
bitirsinn	bitirsin
taşşak	taşak
türksel	Türkcell
Türksel	Türkcell
tükürüm	tükürürüm
sevim	seveyim
türksel	Turkcell
telefondann	telefondan
turksel	Turkcell
oc	orospu
taa	ta
mına	amına
koyim	koyayım
soylim	söyleyeyim
acaip	acayip
zerafetini	zarafetini
teldiz	telsiz
ya	bilmem
yaa	ya
eks	ex
idun	idin
msji	mesajı
tskler	teşekkürler
türksel	Türkcell
türksel	Türkcell
veriim	vereyim
konturun	kontörün
gulcuklu	gülücüklü
dediydi	demişti
telim	telefonum
türksel	Turkcell
kankim	kankam
türksell	Türkcell
sikim	sikeyim
yaa	ya
int	internet
ypmcm	yapmayacağı
gonderylr	gönderiyorlar
bilio	biliyor
Turkcel	Turkcell
pakedi	paketi
vereydin	verseydin
oc	orospu
derim	deseler
yapmıcamm	yapmayacağım
satiym	satayım
nananannanaannaa	nanan
prblemm	problem
yee	ye
emii	emi
benii	beni
bitirdinn	bitirdin
dedikte	dedik
Vodafone	bebeğim
direk	direkt
vercektın	verecektin
geldine	geldiğine
inetnet	internet
vayrles	ama
hattı	ama
Turkcell	Teşekkürler
trkcll	Turkcell
bırakılıo	bırakılıyor
veriom	veriyorum
kazanıonuz	kazanıyorsunuz
tel	telefon
intenet	internet
sikim	sikeyim
Turkcel	Turkcell
yaa	ya
atkaya	arkaya
hıı	hı
ieltişimi	iletişimi
larım	koyduklarım
Türkcel	Türkcell
yeterr	yeter
kendi	koyayım
kendine	kendi
diip	diyip
öğeeh	öh
kubuzluk	kabızlık
açnıyorum	açmıyorum
bakam	bakalım
var	mı
full	ful
olmakk	olmak
geleceksinizz	geleceksiniz
platinum	Platinium
bakmisin	bakmışsın
kapıyada	kapıya
diyodm	diyordum
trkcll	Turkcell
soluyosn	söylüyorsun
yaa	ya
eşşek	eşek
heralde	herhalde
bitanesin	bir
Vayy	Vay
artıık	artık
gülücüük	gülücük
tükürim	tüküreyim
hmm	hım
Süprizi	Sürprizi
turkcel	Turkcell
kapıyada	kapıya
çünküü	çünkü
Yav	Ya
kardezm	kardeşim
memnuniyéti	memnuniyeti
naptı	ne
yükses	yüksek
Bide	Birde
sebeni	sebebi
türksel	Türkcell
elvada	elveda
nalet	lanet
sebebli	sebepli
sebebsiz	sebepsiz
büzüğünee	büzüğüne
girsinn	girsin
bende	benden
pakediyle	paketiyle
gelmesse	gelmezse
Sikim	Sikeyim
olaydık	olsaydık
baslatıcm	başlatacağım
teliniz	telefonunuz
gidemiyosam	gidemiyorsam
meaj	mesaj
ttnetten	TTnetten
ihitimal	ihtimal
kontür	kontör
heralde	herhalde
Istemdigin	istemediğin
yanii	yani
yaa	ya
SagLicagınız	sağlayacağınız
felan	falan
konturum	kontörüm
tl	yavşaklığı
sonra	yavşaklığı
herhaldee	herhalde
geliyorr	geliyor
size	sağlayın
alkoll	alkol
çekim	gücü
twiti	tweeti
turkcel	Turkcell
sıkntsindan	sıkıntısından
Nilaay	Nilay
Turkcel	Turkcell
mükemmelsinn	mükemmelsin
glb	galiba
trkcll	Turkcell
vodafon	Vodafone
Vadafon	Vodafone
arızaa	arıza
türksel	Turkcell
artıkk	artık
anıll	Anıl
bozuyoo	bozuyor
teleğ	tl
tişikkirlir	teşekkürler
tirkcill	Turkcell
hahahah	hahah
extra	ekstra
turkcel	Turkcell
Ulaa	Ulan
bişeysin	bir
ugrasiyosam	uğraşıyorsam
vodafon	Vodafone
Tükürim	Tüküreyim
çekim	gücü
çekin	çekim
çekim	gücü
artırmazsın	arttırmazsın
knuşmakdn	konuşmaktan
ewlenmiceksn	evlenmeyeceksin
turkcel	Turkcell
bırakmasın	bırakmazsın
koyim	koyayım
kii	ki
Turksel	Turkcell
onla	onunla
yanlızlık	yalnızlık
hesiyesi	hediyesi
deniyelim	deneyelim
yaşatıyosunn	yaşatıyorsun
Ağnı	Anı
Ağnı	Anı
uyandgm	uyandığım
knk	kanka
saarj	şarj
felan	falan
vodofon	Vodofone
şebo	Şebnem
yasıorm	yaşıyorum
bile	konuştum
herkesden	herkesten
fazlaa	fazla
sokmusun	sokmuşsun
ohh	oh
yaa	ya
telesekrete	telesekretere
anlatiyim	anlatayım
Vadofone	Vodafone
taşınıoz	taşınıyoruz
bilion	biliyor
mu	musun
direk	direkt
yanlızım	yalnızım
sms	smse
geldiki	geldi
yapıcakken	yapacakken
gecekten	gerçekten
vınn	vın
Turkcel	Turkcell
Yetkinlikliklerim	Yetkinliklerim
meğersem	meğer
uff	uf
acaip	acayip
kullanıcaksan	kullanacaksan
kapıyada	kapıya
daaha	daha
arıosun	arıyorsun
anlıo	anlıyor
Yanlızlığınn	Yalnızlığın
evrensındeyim	evresindeyim
cogaldıı	çoğaldı
bende	ben
yapıcamm	yapacağım
özlemişiim	özlemişim
sikim	sikeyim
kezo	kezban
ARkdşlr	arkadaşlar
koyim	koyayım
sende	sen
bırbırne	birbirine
neysee	neyse
twıttm	tweettim
yapak	yapalım
pakedi	paketi
yedirtio	yedirtiyor
çook	çok
atıyorr	atıyor
çekim	gücü
bidaha	bir
peketi	paketi
yaa	ya
canısı	canım
müşt	müşteri
hiz	hizmetlerini
turksel	Turkcell
aşıık	aşık
direk	direkt
heryöne	her
Yaa	Ya
Hoşbulduk	Hoş
felan	falan
sebei	sebebi
ibine	ibne
diyip	deyip
atamîyorum	atamıyorum
kemiğimi	İliğimi
kaldgni	kaldığını
mesalaşırken	mesajlaşırken
bittigi	bitti
pirizde	prizde
sectiiniz	seçtiğiniz
ettiim	ettiğim
aradgmda	aradığımda
heycanlaniyorum	heyecanlanıyorum
diyerekten	diyerek
muvcut	mevcut
turkcel	Turkcell
turkcel	Turkcell
un	sunuluyor
zor	sunuluyor
Teşekürler	Teşekkürler
canısı	canım
msg	mesaj
yapalimm	yapalım
niysii	neyse
mu	musun
babacım	babacığım
abii	abi
komikmiydi	komik
komikmiydi	komik
kkimse	kimse
yokk	yok
bee	be
Vodafon	Vodafone
int	internet
teşk	teşekkürler
ov	oo
bayiisi	bayisi
çook	çok
full	ful
yaa	ya
beenn	ben
sezdii	sezdi
canısı	canım
dağta	dağda
dönümü	olmamın
ilkk	ilk
Liralarım	Liralarımı
at	att
Gcn	Geçen
dakikalarmi	dakikalarımı
kullannarak	kullanarak
turkcel	Turkcell
olacasına	olasıcasına
olma	olmaz
at	att
seen	sen
yaa	ya
inş	İnşallah
başlim	başlıyayım
arıyım	arayayım
konusak	konuşalım
kankim	kankam
yollamıışş	yollamış
yukledm	yükledim
tesekku	teşekkürler
Bende	Ben
bevada	bedava
imz	imza
geldiğinde	tek
telefonun	tek
heralde	herhalde
yolluycakmis	yollayacakmış
koyim	koyayım
trkcll	Turkcell
kaybetcekk	kaybedecek
yokk	yok
bedeve	bedava
e	elektronik
Abonoz	Abanoz
Ulen	Ulan
bitire	bitirene
oparatöre	operatöre
vodofon	Vodofone
Vardı	Verdi
Süprizi	Sürprizi
yapsrsin	yaparsın
hadi	Haydi
arıyıp	arayıp
Turkcel	Turkcell
yollamıss	yollamış
olduu	oldu
ahaahahah	ahaha
türksel	Türkcell
oparatörse	operatörse
cinsel	Cincell
soleyim	söyleyeyim
vodafon	Vodafone
tweetti	tweeti
yaa	ya
tcell	Turkcell
tcell	Turkcell
kontur	kontör
kontur	kontör
ayy	ay
trkcll	Turkcell
Turkcel	Turkcell
yeter	Damat
di	değil
ayriyetten	ayrıca
vodafon	Vodafone
felan	falan
tcell	Turkcell
tcell	Turkcell
nternet	internet
temmettü	temettü
Hiç	Hiçbir
Bişeye	şeye
hızletlerındekı	hizmetlerindeki
hattininza	hattınıza
asirii	aşırı
vayy	vay
trkcl	Turkcell
ariyim	arayayım
basiyim	basayım
kontür	kontör
kapıyada	kapıya
tcell	Turkcell
komuş	koymuş
bide	birde
kii	ki
Ahh	Ah
yeminlen	yeminle
off	Of
sozluk	indirdim
ayy	ay
been	ben
vodafon	Vodafone
Türksel	Türkcell
yardıncı	yardımcı
Turkcel	Turkcell
tcell	Turkcell
Turkcel	Turkcell
vadofone	Vodafone
karsılasyırın	karşılaştırın
Int	Internet
yazıyooadjklmx	yazıyor
dahaa	daha
kaldımm	kaldım
benn	ben
bedeva	bedava
kisye	kişiye
dusunn	düşünün
Saolsun	Sağolsun
hayılı	hayırlı
olsunn	olsun
Turkcel	Turkcell
yaa	ya
nasılda	nasıl
vermiyoo	vermiyor
bee	be
zate	zaten
yolladıydı	yollamıştı
neti	interneti
Carrefoursa	Carrefour
yavşamada	yılışmada
edio	ediyor
yapiosak	yapıyorsak
halkdan	halktan
faturas	faturası
kapıyada	kapıya
uleynn	ulan
sponsporluk	sponsorluk
hoobbit	Hobbit
mühendiss	mühendis
heralde	herhalde
turksel	Turkcell
off	of
arayım	arayayım
verdii	verdi
arıyım	arayayım
reklmaları	reklamları
değişireceğimi	değiştireceğimi
içkn	için
hoşş	hoş
koyim	koyayım
etck	edecek
Turkcel	Turkcell
twit	tweet
mk	müşteri
sikem	sikeyim
luxunu	lüksünü
lalalalalalala	lalallala
sezon	sezonda
sponsorluğu	da
gitceğim	gideceğim
Gidiyim	Gideyim
Freezoe	Freezone
konsrri	konseri
erteendmiştir	ertelenmiştir
tcell	Turkcell
arkadasm	arkadaşım
hatta	hata
verdeler	verdiler
şeydi	çöktü
Tel	Telefon
değiştim	değiştirdim
nolar	numaralar
pakedimi	paketimi
aticaksin	atacaksın
tsklr	teşekkürler
Süprizi	Sürprizi
kapalıı	kapalı
olucakk	olacak
yaa	ya
gorururum	görürüm
sikim	sikeyim
emi	e
yapalm	de
direk	direkt
yaptımm	yaptım
aliyim	alayım
ohh	oh
heralde	herhalde
konuşmaa	konuşma
taahüt	taahhüt
arıyıcağımı	arayacağımı
ins	inşallah
ediyorumm	ediyorum
oparatörmü	operatörümü
değiştiriyim	değiştireyim
yapıyım	yapayım
yanlız	yalnız
turkcel	Turkcell
atamıyoruzz	atamıyoruz
Kontür	Kontör
off	of
Haberer	Haber
yaa	ya
vodafon	Vodafone
olaan	olan
Bedeva	Bedava
yaa	ya
sanslıyıım	şanslıyım
radio	radyo
radio	radyo
sıçıyim	sıçayım
arkdslar	arkadaşlar
harcicaginiz	harcayacağınıza
vala	vallahi
ayy	ay
taa	ta
koyum	koyayım
turksel	Turkcell
turkcel	Turkcell
Turksel	Turkcell
Orruspu	Orospu
heralde	herhalde
bayaga	bayağı
anlamadıgm	anlamadığım
sikiyim	sikeyim
sikiyim	sikeyim
konturumu	kontörümü
efenim	efendim
heralde	herhalde
didi	dedi
yirim	yerim
